,neg,neu,pos,compound,place_id
1287,0.142,0.783,0.075,-0.9696,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1288,0.089,0.882,0.029,-0.5346,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1289,0.0,0.732,0.268,0.8313,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1290,0.064,0.728,0.208,0.9647,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1291,0.026,0.834,0.14,0.9601,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1292,0.109,0.819,0.072,-0.3818,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1293,0.0,0.748,0.252,0.9419,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1294,0.0,0.592,0.408,0.8643,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1295,0.0,0.59,0.41,0.9493,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1296,0.026,0.866,0.108,0.5859,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1297,0.108,0.83,0.062,-0.7326,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1298,0.164,0.774,0.062,-0.5267,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1299,0.0,0.843,0.157,0.8442,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1300,0.0,0.651,0.349,0.9628,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1301,0.08,0.874,0.046,-0.4759,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1302,0.072,0.698,0.23,0.9754,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1303,0.044,0.768,0.188,0.6369,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1304,0.0,0.961,0.039,0.4648,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1305,0.04,0.791,0.169,0.8619,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1306,0.056,0.863,0.081,0.7546,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1307,0.104,0.854,0.043,-0.731,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1308,0.1,0.759,0.142,0.6236,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1309,0.033,0.883,0.084,0.9276,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1310,0.222,0.697,0.081,-0.6209,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1311,0.17,0.618,0.212,-0.0258,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1312,0.0,0.923,0.077,0.4939,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1313,0.124,0.753,0.123,-0.0129,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1314,0.0,0.866,0.134,0.34,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1315,0.205,0.676,0.119,-0.6377,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1316,0.166,0.674,0.16,-0.3289,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1317,0.094,0.775,0.131,0.3979,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1318,0.128,0.801,0.071,-0.3804,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1319,0.0,0.66,0.34,0.8689,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1320,0.15,0.734,0.116,-0.7983,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1321,0.0,0.776,0.224,0.7876,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1322,0.048,0.838,0.114,0.5574,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1323,0.244,0.628,0.128,-0.5897,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1324,0.109,0.817,0.074,-0.3291,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1325,0.113,0.835,0.052,-0.4019,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1326,0.0,1.0,0.0,0.0,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1327,0.041,0.588,0.371,0.9425,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1328,0.0,0.464,0.536,0.8439,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1329,0.237,0.699,0.064,-0.6899,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1330,0.0,0.888,0.112,0.6486,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1331,0.265,0.522,0.213,-0.2862,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1332,0.047,0.616,0.336,0.8839,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1333,0.252,0.688,0.06,-0.8263,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1334,0.342,0.658,0.0,-0.9389,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1335,0.0,0.883,0.117,0.5927,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1336,0.145,0.855,0.0,-0.296,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1337,0.0,0.471,0.529,0.8442,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1338,0.095,0.612,0.293,0.4404,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1339,0.0,1.0,0.0,0.0,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1340,0.0,0.71,0.29,0.6696,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1341,0.097,0.724,0.179,0.2829,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1342,0.094,0.755,0.151,0.0516,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1343,0.0,0.396,0.604,0.9501,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1344,0.198,0.752,0.051,-0.6705,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1345,0.0,0.949,0.051,0.2263,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1346,0.0,0.689,0.311,0.8415,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1347,0.0,0.82,0.18,0.5106,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1348,0.0,0.812,0.188,0.3716,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1349,0.129,0.531,0.34,0.6581,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1350,0.0,0.686,0.314,0.5673,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1351,0.0,0.885,0.115,0.296,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1352,0.225,0.627,0.148,-0.1849,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1353,0.0,0.756,0.244,0.6369,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1354,0.285,0.641,0.075,-0.7096,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1355,0.193,0.439,0.368,0.25,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1356,0.667,0.333,0.0,-0.7184,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1357,0.118,0.841,0.041,-0.5413,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1358,0.0,0.778,0.222,0.4588,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1359,0.469,0.072,0.458,-0.0389,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1360,0.0,0.594,0.406,0.6249,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1361,0.0,0.455,0.545,0.8622,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1362,0.0,0.758,0.242,0.3716,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1363,0.0,1.0,0.0,0.0,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1364,0.45,0.55,0.0,-0.5994,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1365,0.0,0.866,0.134,0.1779,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1366,0.298,0.702,0.0,-0.6249,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1367,0.0,0.387,0.613,0.9022,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1368,0.0,0.347,0.653,0.9335,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1369,0.0,0.523,0.477,0.8074,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1370,0.0,0.619,0.381,0.5719,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1371,0.0,1.0,0.0,0.0,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1372,0.0,0.706,0.294,0.3612,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1373,0.0,0.513,0.487,0.69,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1374,0.0,1.0,0.0,0.0,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1375,0.175,0.825,0.0,-0.1779,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1376,0.0,0.483,0.517,0.8176,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1377,0.0,0.548,0.452,0.5106,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1378,0.0,0.635,0.365,0.3182,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1379,0.0,0.515,0.485,0.765,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1380,0.0,0.408,0.592,0.4404,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1381,0.0,1.0,0.0,0.0,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1382,0.0,1.0,0.0,0.0,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1383,0.0,0.58,0.42,0.4404,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1384,0.0,1.0,0.0,0.0,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1385,0.0,0.353,0.647,0.6705,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1386,0.0,0.192,0.808,0.6369,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1387,0.0,1.0,0.0,0.0,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1388,0.0,0.256,0.744,0.4404,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1389,0.0,0.385,0.615,0.4927,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1390,0.0,0.345,0.655,0.2263,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1391,0.0,0.494,0.506,0.6249,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1392,0.0,0.5,0.5,0.6124,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1393,0.0,0.334,0.666,0.6114,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1394,0.0,0.406,0.594,0.6588,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1395,0.0,0.0,1.0,0.6249,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1396,0.0,0.145,0.855,0.7096,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1397,0.0,1.0,0.0,0.0,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1398,0.0,0.513,0.487,0.431,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1399,0.0,0.426,0.574,0.4019,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1400,0.0,0.196,0.804,0.6249,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1401,0.0,1.0,0.0,0.0,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1402,0.0,0.351,0.649,0.5719,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1403,0.0,0.704,0.296,0.6369,ChIJw1zenIq1RIYRLJTo_ZFw4-I
1482,0.099,0.77,0.132,0.4215,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1483,0.0,0.675,0.325,0.9114,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1484,0.072,0.786,0.142,0.9251,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1485,0.069,0.729,0.202,0.9057,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1486,0.073,0.805,0.122,0.3708,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1487,0.093,0.72,0.187,0.9711,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1488,0.055,0.888,0.057,0.3182,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1489,0.0,0.751,0.249,0.9273,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1490,0.043,0.709,0.249,0.8801,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1491,0.038,0.514,0.449,0.9628,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1492,0.084,0.752,0.164,0.9804,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1493,0.0,0.701,0.299,0.9022,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1494,0.0,0.685,0.315,0.9739,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1495,0.109,0.557,0.334,0.8994,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1496,0.0,0.534,0.466,0.9611,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1497,0.0,0.788,0.212,0.9428,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1498,0.12,0.773,0.107,-0.186,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1499,0.04,0.585,0.375,0.8977,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1500,0.0,0.69,0.31,0.9313,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1501,0.0,0.556,0.444,0.9346,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1502,0.0,0.26,0.74,0.9081,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1503,0.128,0.536,0.337,0.8478,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1504,0.229,0.431,0.34,0.5559,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1505,0.0,0.612,0.388,0.8957,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1506,0.0,0.866,0.134,0.5859,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1507,0.0,0.708,0.292,0.9493,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1508,0.0,0.817,0.183,0.8176,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1509,0.041,0.343,0.616,0.9571,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1510,0.145,0.791,0.064,-0.5709,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1511,0.0,0.752,0.248,0.7845,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1512,0.033,0.811,0.156,0.8969,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1513,0.0,0.461,0.539,0.9465,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1514,0.282,0.608,0.11,-0.8382,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1515,0.0,0.685,0.315,0.7845,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1516,0.072,0.649,0.279,0.9643,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1517,0.0,0.739,0.261,0.8135,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1518,0.084,0.678,0.238,0.9139,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1519,0.15,0.651,0.199,0.128,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1520,0.0,0.82,0.18,0.5093,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1521,0.0,0.734,0.266,0.7249,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1522,0.0,0.435,0.565,0.966,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1523,0.0,0.81,0.19,0.9175,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1524,0.13,0.673,0.197,0.3595,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1525,0.039,0.748,0.214,0.9657,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1526,0.044,0.699,0.257,0.9217,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1527,0.0,0.549,0.451,0.8481,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1528,0.0,0.765,0.235,0.9485,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1529,0.0,1.0,0.0,0.0,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1530,0.0,0.315,0.685,0.9451,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1531,0.0,0.488,0.512,0.9273,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1532,0.081,0.678,0.241,0.8653,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1533,0.0,0.622,0.378,0.9686,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1534,0.048,0.5,0.452,0.9559,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1535,0.141,0.554,0.305,0.8475,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1536,0.054,0.618,0.327,0.9524,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1537,0.0,0.59,0.41,0.959,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1538,0.025,0.512,0.464,0.9796,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1539,0.016,0.584,0.4,0.9833,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1540,0.0,0.661,0.339,0.8825,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1541,0.0,0.596,0.404,0.9559,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1542,0.095,0.686,0.22,0.7688,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1543,0.037,0.808,0.155,0.6953,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1544,0.13,0.531,0.338,0.6486,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1545,0.045,0.811,0.144,0.6597,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1546,0.0,0.725,0.275,0.5859,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1547,0.082,0.672,0.245,0.9521,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1548,0.047,0.766,0.188,0.9765,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1549,0.135,0.758,0.107,-0.25,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1550,0.0,0.462,0.538,0.9816,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1551,0.059,0.85,0.091,0.3291,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1552,0.094,0.857,0.049,-0.3818,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1553,0.0,0.735,0.265,0.9982,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1554,0.0,0.797,0.203,0.7837,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1555,0.091,0.63,0.279,0.9195,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1556,0.0,0.829,0.171,0.7783,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1557,0.08,0.819,0.101,0.2732,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1558,0.02,0.88,0.1,0.7579,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1559,0.0,0.398,0.602,0.9201,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1560,0.371,0.629,0.0,-0.7096,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1561,0.048,0.804,0.147,0.6855,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1562,0.02,0.683,0.297,0.9584,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1563,0.092,0.712,0.196,0.9697,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1564,0.0,0.808,0.192,0.8807,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1565,0.068,0.776,0.155,0.5719,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1566,0.0,0.613,0.387,0.8481,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1567,0.031,0.576,0.393,0.9442,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1568,0.0,0.732,0.268,0.9899,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1569,0.023,0.819,0.158,0.9445,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1570,0.058,0.773,0.169,0.8625,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1571,0.0,0.781,0.219,0.8065,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1572,0.024,0.742,0.234,0.9328,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1573,0.055,0.648,0.297,0.9761,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1574,0.011,0.801,0.188,0.9862,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1575,0.053,0.694,0.252,0.9859,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1576,0.034,0.695,0.271,0.9886,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1577,0.138,0.547,0.315,0.8779,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1578,0.039,0.729,0.232,0.7661,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1579,0.0,0.725,0.275,0.9587,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1580,0.067,0.808,0.125,0.7076,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1581,0.06,0.637,0.304,0.9312,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1582,0.0,0.527,0.473,0.6696,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1583,0.072,0.455,0.473,0.95,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1584,0.034,0.76,0.206,0.8779,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1585,0.0,0.708,0.292,0.9355,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1586,0.121,0.695,0.184,0.5432,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1587,0.0,0.476,0.524,0.9001,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1588,0.03,0.882,0.088,0.9215,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1589,0.0,0.645,0.355,0.9547,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1590,0.0,0.706,0.294,0.8625,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1591,0.0,0.714,0.286,0.4939,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1592,0.0,0.469,0.531,0.9274,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1593,0.0,0.433,0.567,0.9201,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1594,0.0,0.283,0.717,0.8221,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1595,0.0,0.469,0.531,0.9403,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1596,0.0,0.523,0.477,0.9599,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1597,0.014,0.803,0.183,0.9978,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1598,0.0,0.538,0.462,0.9165,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1599,0.095,0.803,0.102,0.3182,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1600,0.0,0.769,0.231,0.6369,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1601,0.0,0.449,0.551,0.8622,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1602,0.0,0.72,0.28,0.7906,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1603,0.0,0.488,0.512,0.6369,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1604,0.097,0.812,0.092,-0.0431,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1605,0.0,0.694,0.306,0.9649,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1606,0.101,0.752,0.147,0.3382,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1607,0.063,0.853,0.084,-0.0129,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1608,0.078,0.5,0.422,0.8011,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1609,0.0,0.88,0.12,0.7501,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1610,0.0,0.543,0.457,0.6369,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1611,0.061,0.802,0.137,0.631,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1612,0.073,0.547,0.38,0.8294,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1613,0.0,0.795,0.205,0.4767,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1614,0.0,0.371,0.629,0.8588,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1615,0.265,0.241,0.494,0.4404,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1616,0.0,0.464,0.536,0.9674,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1617,0.098,0.902,0.0,-0.0772,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1618,0.0,0.541,0.459,0.7777,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1619,0.102,0.648,0.25,0.4939,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1620,0.047,0.54,0.413,0.888,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1621,0.0,0.515,0.485,0.7684,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1622,0.0,0.833,0.167,0.4588,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1623,0.0,0.276,0.724,0.9739,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1624,0.0,0.594,0.406,0.6249,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1625,0.0,0.513,0.487,0.6908,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1626,0.0,0.745,0.255,0.7346,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1627,0.0,0.448,0.552,0.5719,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1628,0.0,0.687,0.313,0.6249,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1629,0.0,0.905,0.095,0.2263,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1630,0.0,1.0,0.0,0.0,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1631,0.0,0.345,0.655,0.5859,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1632,0.0,0.49,0.51,0.9485,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1633,0.0,0.612,0.388,0.2263,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1634,0.0,0.345,0.655,0.5859,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1635,0.0,0.725,0.275,0.5499,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1636,0.0,0.345,0.655,0.5859,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1637,0.041,0.443,0.516,0.9432,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1638,0.0,0.42,0.58,0.7845,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1639,0.0,0.451,0.549,0.8074,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1640,0.283,0.458,0.258,-0.1531,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1641,0.0,0.227,0.773,0.7777,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1642,0.0,0.202,0.798,0.8356,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1643,0.0,0.471,0.529,0.6696,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1644,0.0,0.208,0.792,0.5859,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1645,0.0,0.345,0.655,0.908,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1646,0.0,0.543,0.457,0.6369,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1647,0.0,0.763,0.237,0.4199,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1648,0.0,1.0,0.0,0.0,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1649,0.0,0.323,0.677,0.6369,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1650,0.0,0.417,0.583,0.6369,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1651,0.0,0.463,0.537,0.7003,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1652,0.0,1.0,0.0,0.0,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1653,0.0,0.323,0.677,0.6369,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1654,0.0,0.647,0.353,0.9201,ChIJrZF1ZKfORIYRuLjBoXzBtRA
1655,0.015,0.751,0.234,0.985,ChIJrZF1ZKfORIYRuLjBoXzBtRA
