,neg,neu,pos,compound,place_id
3327,0.05,0.545,0.405,0.9485,ChIJV6sUakxLW4YR_MeTUOXGKs0
3328,0.0,0.732,0.268,0.8555,ChIJV6sUakxLW4YR_MeTUOXGKs0
3329,0.0,0.889,0.111,0.4588,ChIJV6sUakxLW4YR_MeTUOXGKs0
3330,0.0,0.745,0.255,0.6705,ChIJV6sUakxLW4YR_MeTUOXGKs0
3331,0.0,0.566,0.434,0.9439,ChIJV6sUakxLW4YR_MeTUOXGKs0
3332,0.0,0.601,0.399,0.8513,ChIJV6sUakxLW4YR_MeTUOXGKs0
3333,0.192,0.688,0.12,-0.3182,ChIJV6sUakxLW4YR_MeTUOXGKs0
3334,0.0,0.64,0.36,0.8934,ChIJV6sUakxLW4YR_MeTUOXGKs0
3335,0.0,0.799,0.201,0.7003,ChIJV6sUakxLW4YR_MeTUOXGKs0
3336,0.0,0.727,0.273,0.7845,ChIJV6sUakxLW4YR_MeTUOXGKs0
3337,0.0,0.488,0.512,0.6369,ChIJV6sUakxLW4YR_MeTUOXGKs0
3338,0.051,0.436,0.513,0.9286,ChIJV6sUakxLW4YR_MeTUOXGKs0
3339,0.0,0.282,0.718,0.9715,ChIJV6sUakxLW4YR_MeTUOXGKs0
3340,0.0,0.685,0.315,0.7845,ChIJV6sUakxLW4YR_MeTUOXGKs0
3341,0.0,0.671,0.329,0.6597,ChIJV6sUakxLW4YR_MeTUOXGKs0
3342,0.0,0.809,0.191,0.5106,ChIJV6sUakxLW4YR_MeTUOXGKs0
3343,0.0,0.631,0.369,0.6249,ChIJV6sUakxLW4YR_MeTUOXGKs0
3344,0.0,0.584,0.416,0.7506,ChIJV6sUakxLW4YR_MeTUOXGKs0
3345,0.0,0.357,0.643,0.8016,ChIJV6sUakxLW4YR_MeTUOXGKs0
3346,0.0,0.196,0.804,0.6249,ChIJV6sUakxLW4YR_MeTUOXGKs0
3372,0.0,0.646,0.354,0.9842,ChIJlWw_zh61RIYRDFtEZC9fHu0
3373,0.0,0.64,0.36,0.9542,ChIJlWw_zh61RIYRDFtEZC9fHu0
3374,0.0,0.714,0.286,0.945,ChIJlWw_zh61RIYRDFtEZC9fHu0
3375,0.02,0.548,0.432,0.9805,ChIJlWw_zh61RIYRDFtEZC9fHu0
3376,0.0,0.632,0.368,0.9836,ChIJlWw_zh61RIYRDFtEZC9fHu0
3377,0.051,0.732,0.218,0.958,ChIJlWw_zh61RIYRDFtEZC9fHu0
3378,0.024,0.805,0.171,0.807,ChIJlWw_zh61RIYRDFtEZC9fHu0
3379,0.0,0.663,0.337,0.9358,ChIJlWw_zh61RIYRDFtEZC9fHu0
3380,0.148,0.767,0.085,-0.3197,ChIJlWw_zh61RIYRDFtEZC9fHu0
3381,0.0,0.761,0.239,0.9485,ChIJlWw_zh61RIYRDFtEZC9fHu0
3382,0.037,0.644,0.319,0.9487,ChIJlWw_zh61RIYRDFtEZC9fHu0
3383,0.042,0.629,0.329,0.9896,ChIJlWw_zh61RIYRDFtEZC9fHu0
3384,0.0,0.51,0.49,0.9752,ChIJlWw_zh61RIYRDFtEZC9fHu0
3385,0.0,0.872,0.128,0.7424,ChIJlWw_zh61RIYRDFtEZC9fHu0
3386,0.033,0.717,0.25,0.9659,ChIJlWw_zh61RIYRDFtEZC9fHu0
3387,0.056,0.645,0.298,0.9433,ChIJlWw_zh61RIYRDFtEZC9fHu0
3388,0.0,0.547,0.453,0.9906,ChIJlWw_zh61RIYRDFtEZC9fHu0
3389,0.027,0.603,0.371,0.9657,ChIJlWw_zh61RIYRDFtEZC9fHu0
3390,0.0,0.757,0.243,0.7918,ChIJlWw_zh61RIYRDFtEZC9fHu0
3391,0.0,0.689,0.311,0.9773,ChIJlWw_zh61RIYRDFtEZC9fHu0
3392,0.0,0.643,0.357,0.9385,ChIJlWw_zh61RIYRDFtEZC9fHu0
3393,0.0,0.63,0.37,0.9787,ChIJlWw_zh61RIYRDFtEZC9fHu0
3394,0.039,0.765,0.196,0.9857,ChIJlWw_zh61RIYRDFtEZC9fHu0
3395,0.0,0.584,0.416,0.9902,ChIJlWw_zh61RIYRDFtEZC9fHu0
3396,0.025,0.714,0.261,0.9677,ChIJlWw_zh61RIYRDFtEZC9fHu0
3397,0.0,0.766,0.234,0.9728,ChIJlWw_zh61RIYRDFtEZC9fHu0
3398,0.0,0.649,0.351,0.984,ChIJlWw_zh61RIYRDFtEZC9fHu0
3399,0.075,0.498,0.427,0.9862,ChIJlWw_zh61RIYRDFtEZC9fHu0
3400,0.0,0.593,0.407,0.9739,ChIJlWw_zh61RIYRDFtEZC9fHu0
3401,0.032,0.324,0.643,0.9705,ChIJlWw_zh61RIYRDFtEZC9fHu0
3402,0.048,0.446,0.506,0.9363,ChIJlWw_zh61RIYRDFtEZC9fHu0
3403,0.0,0.723,0.277,0.8847,ChIJlWw_zh61RIYRDFtEZC9fHu0
3404,0.0,0.703,0.297,0.9364,ChIJlWw_zh61RIYRDFtEZC9fHu0
3405,0.0,0.471,0.529,0.9878,ChIJlWw_zh61RIYRDFtEZC9fHu0
3406,0.0,0.647,0.353,0.9832,ChIJlWw_zh61RIYRDFtEZC9fHu0
3407,0.0,0.788,0.212,0.9645,ChIJlWw_zh61RIYRDFtEZC9fHu0
3408,0.031,0.648,0.322,0.9906,ChIJlWw_zh61RIYRDFtEZC9fHu0
3409,0.014,0.704,0.282,0.9699,ChIJlWw_zh61RIYRDFtEZC9fHu0
3410,0.0,0.592,0.408,0.9827,ChIJlWw_zh61RIYRDFtEZC9fHu0
3411,0.0,0.602,0.398,0.9771,ChIJlWw_zh61RIYRDFtEZC9fHu0
3412,0.016,0.773,0.211,0.9726,ChIJlWw_zh61RIYRDFtEZC9fHu0
3413,0.0,0.82,0.18,0.8835,ChIJlWw_zh61RIYRDFtEZC9fHu0
3414,0.0,0.604,0.396,0.9859,ChIJlWw_zh61RIYRDFtEZC9fHu0
3415,0.0,0.7,0.3,0.9528,ChIJlWw_zh61RIYRDFtEZC9fHu0
3416,0.0,0.621,0.379,0.9852,ChIJlWw_zh61RIYRDFtEZC9fHu0
3417,0.0,0.594,0.406,0.9874,ChIJlWw_zh61RIYRDFtEZC9fHu0
3418,0.026,0.759,0.215,0.9969,ChIJlWw_zh61RIYRDFtEZC9fHu0
3419,0.0,0.6,0.4,0.9799,ChIJlWw_zh61RIYRDFtEZC9fHu0
3420,0.028,0.844,0.128,0.717,ChIJlWw_zh61RIYRDFtEZC9fHu0
3421,0.0,0.679,0.321,0.9446,ChIJlWw_zh61RIYRDFtEZC9fHu0
3422,0.056,0.603,0.341,0.915,ChIJlWw_zh61RIYRDFtEZC9fHu0
3423,0.125,0.516,0.359,0.9578,ChIJlWw_zh61RIYRDFtEZC9fHu0
3424,0.031,0.627,0.342,0.931,ChIJlWw_zh61RIYRDFtEZC9fHu0
3425,0.0,0.405,0.595,0.9149,ChIJlWw_zh61RIYRDFtEZC9fHu0
3426,0.0,0.467,0.533,0.9669,ChIJlWw_zh61RIYRDFtEZC9fHu0
3427,0.053,0.652,0.295,0.9078,ChIJlWw_zh61RIYRDFtEZC9fHu0
3428,0.139,0.639,0.221,0.6853,ChIJlWw_zh61RIYRDFtEZC9fHu0
3429,0.034,0.529,0.437,0.9615,ChIJlWw_zh61RIYRDFtEZC9fHu0
3430,0.0,0.583,0.417,0.9652,ChIJlWw_zh61RIYRDFtEZC9fHu0
3431,0.0,0.568,0.432,0.9722,ChIJlWw_zh61RIYRDFtEZC9fHu0
3432,0.0,0.793,0.207,0.8876,ChIJlWw_zh61RIYRDFtEZC9fHu0
3433,0.0,0.701,0.299,0.9098,ChIJlWw_zh61RIYRDFtEZC9fHu0
3434,0.0,0.542,0.458,0.9133,ChIJlWw_zh61RIYRDFtEZC9fHu0
3435,0.03,0.7,0.27,0.8906,ChIJlWw_zh61RIYRDFtEZC9fHu0
3436,0.037,0.83,0.133,0.5187,ChIJlWw_zh61RIYRDFtEZC9fHu0
3437,0.0,0.488,0.512,0.9637,ChIJlWw_zh61RIYRDFtEZC9fHu0
3438,0.052,0.431,0.516,0.9592,ChIJlWw_zh61RIYRDFtEZC9fHu0
3439,0.0,0.509,0.491,0.9115,ChIJlWw_zh61RIYRDFtEZC9fHu0
3440,0.0,0.701,0.299,0.91,ChIJlWw_zh61RIYRDFtEZC9fHu0
3441,0.071,0.682,0.247,0.8016,ChIJlWw_zh61RIYRDFtEZC9fHu0
3442,0.0,0.567,0.433,0.88,ChIJlWw_zh61RIYRDFtEZC9fHu0
3443,0.0,0.415,0.585,0.9508,ChIJlWw_zh61RIYRDFtEZC9fHu0
3444,0.0,0.842,0.158,0.6696,ChIJlWw_zh61RIYRDFtEZC9fHu0
3445,0.1,0.783,0.117,0.126,ChIJlWw_zh61RIYRDFtEZC9fHu0
3446,0.0,0.764,0.236,0.7959,ChIJlWw_zh61RIYRDFtEZC9fHu0
3447,0.0,0.78,0.22,0.5686,ChIJlWw_zh61RIYRDFtEZC9fHu0
3448,0.0,0.48,0.52,0.9334,ChIJlWw_zh61RIYRDFtEZC9fHu0
3449,0.0,0.365,0.635,0.8655,ChIJlWw_zh61RIYRDFtEZC9fHu0
3450,0.0,0.515,0.485,0.9059,ChIJlWw_zh61RIYRDFtEZC9fHu0
3451,0.222,0.413,0.366,0.4199,ChIJlWw_zh61RIYRDFtEZC9fHu0
3452,0.0,0.318,0.682,0.8622,ChIJlWw_zh61RIYRDFtEZC9fHu0
3453,0.0,0.347,0.653,0.8553,ChIJlWw_zh61RIYRDFtEZC9fHu0
3454,0.0,0.278,0.722,0.9323,ChIJlWw_zh61RIYRDFtEZC9fHu0
3455,0.0,0.365,0.635,0.8655,ChIJlWw_zh61RIYRDFtEZC9fHu0
3456,0.0,0.69,0.31,0.6696,ChIJlWw_zh61RIYRDFtEZC9fHu0
3457,0.0,0.295,0.705,0.6988,ChIJlWw_zh61RIYRDFtEZC9fHu0
3458,0.0,0.4,0.6,0.6696,ChIJlWw_zh61RIYRDFtEZC9fHu0
3469,0.0,0.789,0.211,0.9818,ChIJRyA9Prm1RIYRkcXgiptky_U
3470,0.0,0.655,0.345,0.9806,ChIJRyA9Prm1RIYRkcXgiptky_U
3471,0.0,0.598,0.402,0.941,ChIJRyA9Prm1RIYRkcXgiptky_U
3472,0.055,0.776,0.169,0.6249,ChIJRyA9Prm1RIYRkcXgiptky_U
3473,0.0,0.687,0.313,0.8885,ChIJRyA9Prm1RIYRkcXgiptky_U
3474,0.056,0.66,0.284,0.8402,ChIJRyA9Prm1RIYRkcXgiptky_U
3475,0.0,0.723,0.277,0.9441,ChIJRyA9Prm1RIYRkcXgiptky_U
3476,0.081,0.638,0.281,0.8122,ChIJRyA9Prm1RIYRkcXgiptky_U
3477,0.0,0.775,0.225,0.9099,ChIJRyA9Prm1RIYRkcXgiptky_U
3478,0.0,0.7,0.3,0.7184,ChIJRyA9Prm1RIYRkcXgiptky_U
3479,0.011,0.764,0.225,0.9828,ChIJRyA9Prm1RIYRkcXgiptky_U
3480,0.088,0.785,0.127,0.204,ChIJRyA9Prm1RIYRkcXgiptky_U
3481,0.0,0.682,0.318,0.6369,ChIJRyA9Prm1RIYRkcXgiptky_U
3482,0.0,0.85,0.15,0.7929,ChIJRyA9Prm1RIYRkcXgiptky_U
3483,0.074,0.741,0.185,0.5067,ChIJRyA9Prm1RIYRkcXgiptky_U
3484,0.0,0.906,0.094,0.4019,ChIJRyA9Prm1RIYRkcXgiptky_U
3485,0.0,0.625,0.375,0.6369,ChIJRyA9Prm1RIYRkcXgiptky_U
3486,0.0,0.526,0.474,0.3818,ChIJRyA9Prm1RIYRkcXgiptky_U
3497,0.0,0.651,0.349,0.9918,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3498,0.012,0.622,0.366,0.9901,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3499,0.0,0.716,0.284,0.9911,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3500,0.056,0.789,0.155,0.9692,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3501,0.031,0.601,0.367,0.9659,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3502,0.065,0.841,0.094,0.3612,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3503,0.021,0.805,0.173,0.8585,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3504,0.082,0.813,0.105,0.3151,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3505,0.041,0.825,0.134,0.852,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3506,0.025,0.776,0.199,0.967,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3507,0.0,0.648,0.352,0.9273,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3508,0.0,0.707,0.293,0.9886,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3509,0.0,0.859,0.141,0.5827,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3510,0.044,0.58,0.376,0.9837,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3511,0.063,0.755,0.182,0.9356,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3512,0.0,0.84,0.16,0.9484,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3513,0.022,0.68,0.298,0.9676,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3514,0.068,0.69,0.242,0.9742,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3515,0.0,0.78,0.22,0.9158,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3516,0.027,0.786,0.187,0.9477,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3517,0.023,0.64,0.337,0.9911,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3518,0.026,0.786,0.188,0.8516,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3519,0.0,1.0,0.0,0.0,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3520,0.063,0.814,0.123,0.68,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3521,0.0,0.636,0.364,0.8402,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3522,0.0,0.725,0.275,0.967,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3523,0.059,0.782,0.159,0.943,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3524,0.0,0.815,0.185,0.9601,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3525,0.0,0.804,0.196,0.9599,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3526,0.073,0.791,0.136,0.705,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3527,0.0,0.86,0.14,0.8757,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3528,0.0,0.831,0.169,0.6892,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3529,0.051,0.581,0.368,0.9334,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3530,0.013,0.723,0.264,0.9978,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3531,0.042,0.782,0.177,0.8531,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3532,0.0,0.758,0.242,0.6988,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3533,0.0,0.35,0.65,0.9565,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3534,0.023,0.802,0.174,0.9889,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3535,0.0,0.813,0.187,0.7345,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3536,0.0,0.53,0.47,0.9246,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3537,0.081,0.749,0.17,0.6915,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3538,0.0,0.71,0.29,0.9311,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3539,0.0,0.867,0.133,0.7906,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3540,0.0,0.752,0.248,0.8617,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3541,0.065,0.699,0.236,0.9891,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3542,0.0,0.691,0.309,0.7717,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3543,0.057,0.565,0.378,0.9628,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3544,0.0,0.619,0.381,0.9022,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3545,0.0,0.874,0.126,0.5972,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3546,0.063,0.592,0.344,0.9295,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3547,0.0,0.876,0.124,0.6249,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3548,0.0,0.588,0.412,0.9501,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3549,0.0,0.894,0.106,0.8388,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3550,0.0,0.473,0.527,0.9245,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3551,0.0,0.4,0.6,0.9259,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3552,0.0,0.37,0.63,0.7781,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3553,0.042,0.381,0.578,0.9476,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3554,0.0,0.355,0.645,0.8976,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3555,0.0,0.462,0.538,0.7901,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3556,0.0,0.541,0.459,0.8588,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3557,0.346,0.537,0.117,-0.9329,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3558,0.05,0.435,0.516,0.9325,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3559,0.0,0.644,0.356,0.7163,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3560,0.0,0.364,0.636,0.7901,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3561,0.11,0.849,0.041,-0.4939,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3562,0.0,0.308,0.692,0.6696,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3563,0.0,0.516,0.484,0.8176,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3564,0.0,0.823,0.177,0.6239,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3565,0.0,0.608,0.392,0.7959,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3566,0.0,0.553,0.447,0.8439,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3567,0.0,0.36,0.64,0.8715,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3568,0.0,0.753,0.247,0.5563,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3569,0.0,0.586,0.414,0.4263,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3570,0.0,0.5,0.5,0.7184,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3571,0.333,0.333,0.333,0.0,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3572,0.0,0.204,0.796,0.5994,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3573,0.0,0.533,0.467,0.7906,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3574,0.236,0.588,0.176,-0.1546,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3575,0.0,0.465,0.535,0.7841,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3576,0.0,0.609,0.391,0.6696,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3577,0.0,0.741,0.259,0.4215,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3578,0.0,0.303,0.697,0.7845,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3579,0.0,0.417,0.583,0.7906,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3580,0.0,0.25,0.75,0.7184,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3581,0.0,0.631,0.369,0.6249,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3582,0.163,0.329,0.508,0.4849,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3583,0.0,0.513,0.487,0.2263,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3584,0.0,0.423,0.577,0.6249,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3585,0.0,0.787,0.213,0.4019,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3586,0.0,0.349,0.651,0.6808,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3587,0.0,0.196,0.804,0.6249,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3588,0.0,0.392,0.608,0.7351,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3589,0.0,0.652,0.348,0.1531,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3590,0.0,0.548,0.452,0.5106,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3591,0.0,0.261,0.739,0.8588,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3592,0.0,0.441,0.559,0.5859,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3593,0.0,1.0,0.0,0.0,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3594,0.0,0.286,0.714,0.3612,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3595,0.0,1.0,0.0,0.0,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3596,0.0,0.196,0.804,0.6249,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3597,0.0,1.0,0.0,0.0,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3598,0.0,0.173,0.827,0.6988,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3599,0.0,0.488,0.512,0.6369,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3602,0.0,1.0,0.0,0.0,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3603,0.0,1.0,0.0,0.0,ChIJf4Ny_n2zRIYRNh3Pr7hx3BY
3688,0.0,0.795,0.205,0.9244,ChIJk7yhNti0RIYRLh7MzzxkKVE
3689,0.014,0.615,0.372,0.9883,ChIJk7yhNti0RIYRLh7MzzxkKVE
3690,0.021,0.626,0.353,0.9693,ChIJk7yhNti0RIYRLh7MzzxkKVE
3691,0.0,0.749,0.251,0.97,ChIJk7yhNti0RIYRLh7MzzxkKVE
3692,0.0,0.807,0.193,0.9692,ChIJk7yhNti0RIYRLh7MzzxkKVE
3693,0.069,0.662,0.269,0.8479,ChIJk7yhNti0RIYRLh7MzzxkKVE
3694,0.0,0.645,0.355,0.953,ChIJk7yhNti0RIYRLh7MzzxkKVE
3695,0.0,0.728,0.272,0.9287,ChIJk7yhNti0RIYRLh7MzzxkKVE
3696,0.0,0.674,0.326,0.9825,ChIJk7yhNti0RIYRLh7MzzxkKVE
3697,0.089,0.658,0.253,0.8268,ChIJk7yhNti0RIYRLh7MzzxkKVE
3698,0.087,0.591,0.322,0.9538,ChIJk7yhNti0RIYRLh7MzzxkKVE
3699,0.0,0.587,0.413,0.9337,ChIJk7yhNti0RIYRLh7MzzxkKVE
3700,0.0,0.576,0.424,0.9605,ChIJk7yhNti0RIYRLh7MzzxkKVE
3701,0.0,0.722,0.278,0.8953,ChIJk7yhNti0RIYRLh7MzzxkKVE
3702,0.0,0.722,0.278,0.8977,ChIJk7yhNti0RIYRLh7MzzxkKVE
3703,0.019,0.731,0.251,0.9946,ChIJk7yhNti0RIYRLh7MzzxkKVE
3704,0.009,0.759,0.232,0.9911,ChIJk7yhNti0RIYRLh7MzzxkKVE
3705,0.058,0.735,0.207,0.9976,ChIJk7yhNti0RIYRLh7MzzxkKVE
3706,0.109,0.606,0.285,0.9615,ChIJk7yhNti0RIYRLh7MzzxkKVE
3707,0.017,0.893,0.09,0.9654,ChIJk7yhNti0RIYRLh7MzzxkKVE
3708,0.024,0.601,0.375,0.9874,ChIJk7yhNti0RIYRLh7MzzxkKVE
3709,0.0,0.679,0.321,0.9695,ChIJk7yhNti0RIYRLh7MzzxkKVE
3710,0.0,0.544,0.456,0.9781,ChIJk7yhNti0RIYRLh7MzzxkKVE
3711,0.124,0.766,0.11,-0.2412,ChIJk7yhNti0RIYRLh7MzzxkKVE
3712,0.0,0.681,0.319,0.975,ChIJk7yhNti0RIYRLh7MzzxkKVE
3713,0.0,0.725,0.275,0.923,ChIJk7yhNti0RIYRLh7MzzxkKVE
3714,0.0,0.619,0.381,0.9485,ChIJk7yhNti0RIYRLh7MzzxkKVE
3715,0.0,0.719,0.281,0.8942,ChIJk7yhNti0RIYRLh7MzzxkKVE
3716,0.044,0.644,0.311,0.9478,ChIJk7yhNti0RIYRLh7MzzxkKVE
3717,0.023,0.71,0.268,0.9832,ChIJk7yhNti0RIYRLh7MzzxkKVE
3718,0.0,0.505,0.495,0.9562,ChIJk7yhNti0RIYRLh7MzzxkKVE
3719,0.0,0.78,0.22,0.9441,ChIJk7yhNti0RIYRLh7MzzxkKVE
3720,0.018,0.769,0.213,0.9476,ChIJk7yhNti0RIYRLh7MzzxkKVE
3721,0.04,0.662,0.298,0.9283,ChIJk7yhNti0RIYRLh7MzzxkKVE
3722,0.0,0.747,0.253,0.9312,ChIJk7yhNti0RIYRLh7MzzxkKVE
3723,0.047,0.716,0.237,0.7489,ChIJk7yhNti0RIYRLh7MzzxkKVE
3724,0.0,0.793,0.207,0.8114,ChIJk7yhNti0RIYRLh7MzzxkKVE
3725,0.164,0.391,0.445,0.5574,ChIJk7yhNti0RIYRLh7MzzxkKVE
3726,0.025,0.526,0.448,0.9643,ChIJk7yhNti0RIYRLh7MzzxkKVE
3727,0.0,0.401,0.599,0.9581,ChIJk7yhNti0RIYRLh7MzzxkKVE
3728,0.05,0.649,0.3,0.7865,ChIJk7yhNti0RIYRLh7MzzxkKVE
3729,0.06,0.732,0.208,0.7245,ChIJk7yhNti0RIYRLh7MzzxkKVE
3730,0.07,0.538,0.392,0.7902,ChIJk7yhNti0RIYRLh7MzzxkKVE
3731,0.0,0.261,0.739,0.8588,ChIJk7yhNti0RIYRLh7MzzxkKVE
3732,0.097,0.509,0.393,0.8122,ChIJk7yhNti0RIYRLh7MzzxkKVE
3733,0.036,0.539,0.425,0.9325,ChIJk7yhNti0RIYRLh7MzzxkKVE
3734,0.0,0.343,0.657,0.9459,ChIJk7yhNti0RIYRLh7MzzxkKVE
3735,0.0,0.369,0.631,0.9467,ChIJk7yhNti0RIYRLh7MzzxkKVE
3736,0.0,0.383,0.617,0.8834,ChIJk7yhNti0RIYRLh7MzzxkKVE
3737,0.0,0.543,0.457,0.6369,ChIJk7yhNti0RIYRLh7MzzxkKVE
3738,0.0,0.4,0.6,0.6696,ChIJk7yhNti0RIYRLh7MzzxkKVE
3739,0.0,0.139,0.861,0.7351,ChIJk7yhNti0RIYRLh7MzzxkKVE
3740,0.0,0.25,0.75,0.4588,ChIJk7yhNti0RIYRLh7MzzxkKVE
3756,0.035,0.695,0.269,0.9789,ChIJHZsvqQi1RIYRJ7YP4AAdSBo
3757,0.0,0.648,0.352,0.9889,ChIJHZsvqQi1RIYRJ7YP4AAdSBo
3758,0.0,0.653,0.347,0.9673,ChIJHZsvqQi1RIYRJ7YP4AAdSBo
3759,0.023,0.653,0.324,0.9811,ChIJHZsvqQi1RIYRJ7YP4AAdSBo
3760,0.0,0.664,0.336,0.9671,ChIJHZsvqQi1RIYRJ7YP4AAdSBo
3761,0.0,0.602,0.398,0.977,ChIJHZsvqQi1RIYRJ7YP4AAdSBo
3762,0.029,0.633,0.338,0.9213,ChIJHZsvqQi1RIYRJ7YP4AAdSBo
3763,0.0,0.498,0.502,0.9725,ChIJHZsvqQi1RIYRJ7YP4AAdSBo
